"","X","unique_Id","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","total","year","month","day","dayOfWeek","hour","timeOfDay","dist","to_jfk","to_nkw","to_lag","to_msg","to_ts","to_freedom","to_grand","to_bronx","to_nyc"
"304",304,"0000007",10.1,-73.984556,40.742882,-73.959081,40.763551,1,2.31253542384721,"2011","4",4,"2",20,"Night",3.1443237228598,41.1840254622493,37.0064903806493,17.5083718206421,4.36257333615196,4.03331066980216,11.4181414028912,3.20078569848881,17010.8996912877,10.4704008117514
"305",305,"0000001",7.7,-73.981019,40.781874,-73.981997,40.756597,1,2.04122032885964,"2011","5",8,"1",10,"Mid-Day",2.81188059148343,44.6135375616804,37.1238766991403,18.4464718153557,4.81678695212034,2.94350963131894,13.71330626671,3.85238713485282,17013.1790205257,12.9723824072955
"306",306,"0000007",25,-73.95166,40.772657,-74.010583,40.721405,2,3.2188758248682,"2014","7",11,"6",5,"Morning",7.55757169706706,42.2055556194187,35.1954371006821,19.744944404533,7.8372192128371,7.89443003783424,9.45253865063865,7.5649272104943,17012.1789926209,8.85139018285338
"307",307,"0000003",19,-73.97402,40.762828,-73.940839,40.726467,1,2.94443897916644,"2014","8",21,"5",10,"Mid-Day",4.91537026406582,38.0124531108886,38.8784840737767,16.7255543745066,7.30382058746496,6.2178645813186,12.7905613683309,5.38765270944305,17008.1562457324,11.7503081521098
"308",308,"0000002",14,-73.988594,40.753364,-73.989319,40.723218,1,2.63905732961526,"2013","10",31,"5",11,"Mid-Day",3.3526387493351,41.6883357731205,33.2545949989969,21.5883544912739,3.56812446317776,4.66585494930175,7.32371318800316,4.39617312127391,17013.1035998308,6.36493960618562
"309",309,"0000002",5,-73.987888,40.721048,-73.983132,40.731187,1,1.6094379124341,"2013","11",15,"6",1,"Night",1.19652201440174,39.7576130701778,32.8994652150756,22.1759557553556,5.62287449642642,7.30150119801987,5.61795200425199,6.07669980048722,17012.0192570582,4.46138305595053
"310",310,"0000001",43.5,-73.9802093505859,40.7837333679199,-74.011344909668,40.644157409668,1,3.77276093809464,"2015","5",10,"1",22,"Night",15.7404291452691,42.942006324159,34.0916810866637,27.9006991430319,15.7798750768023,15.7410806063538,16.0023727124734,15.86794184309,17013.2096395589,15.8395710636232
"311",311,"0000002",8,-74.0107269287109,40.710090637207,-73.9981002807617,40.722900390625,1,2.07944154167984,"2015","6",20,"7",9,"Mid-Day",1.77800962783306,41.707517716663,29.3208225795199,26.0077203188568,7.81894705863502,9.99121370996045,2.08465109960249,9.26863207386424,17014.74161805,1.77860912631059
"312",312,"0000003",8.7,-73.977984,40.754546,-73.958947,40.779093,4,2.16332302566054,"2009","3",13,"6",17,"Evening",3.16551718099784,42.6489919930956,38.7862458812284,16.3221709275079,5.6786688974223,3.91569033602728,14.2194019036119,3.52861667448063,17010.9204991977,13.3398867109305
"313",313,"000000213",3.7,-73.970892,40.755915,-73.966747,40.760517,1,1.30833281965018,"2011","1",27,"5",21,"Night",0.619468906243999,41.3571938067465,37.8858930125723,16.6303373524913,4.4953587585301,2.79809337922966,12.6054162875753,1.87762346000355,17010.6147233306,11.6637570469629
"314",314,"0000001",20.5,-73.965723,40.758641,-73.937824,40.855636,1,3.02042488614436,"2011","11",24,"5",1,"Night",11.0380011888719,47.8727937812732,46.3751342025563,18.1221207587561,15.0926072180345,13.1012056695376,23.6188151896666,13.0869967587199,17009.8711220715,22.7727069972128
"315",315,"00000012",34,-73.9748992919922,40.7510948181152,-73.9085464477539,40.8818778991699,0,3.52636052461616,"2015","6",2,"3",23,"Night",15.5775667708174,49.5182659434365,49.1292835933861,20.8493472811047,17.820208453589,16.3371445023412,26.1414248111727,15.7457180133796,17008.6117901953,25.2752268443393
"316",316,"0000001",52.83,-73.8730545043945,40.7740859985352,-73.9827270507812,40.7714958190918,1,3.96707921117622,"2015","3",19,"5",12,"Mid-Day",9.23985041301943,39.3137853929625,45.6393411123386,9.74553108439629,12.9712316029677,11.0007532725136,20.6823320698539,11.2290325525296,17004.4651768961,19.7392150089121
"317",317,"000000205",6.1,-73.978945,40.76707,-73.977897,40.783568,1,1.80828877117927,"2009","7",16,"5",22,"Night",1.83661520967704,45.064298890455,38.1900859662546,17.6988643988122,6.11031899031831,3.85517817876575,15.1350773831725,5.03748298446332,17012.9257635068,14.4023493954019
"318",318,"000000188",8.5,-73.976877,40.759192,-73.991685,40.74981,1,2.14006616349627,"2013","6",22,"7",13,"Mid-Day",1.62606721368999,42.9506703533564,35.1714939182167,19.3684549549074,1.8580117005375,1.84630092928479,10.5301465911661,1.98415353129964,17013.0148966362,9.74253479569372
"319",319,"0000001",20,-73.893177,40.790756,-73.892578,40.788483,1,2.99573227355399,"2014","3",10,"2",19,"Night",0.257727704950928,38.2401960115871,52.4182314204104,3.96381224805388,19.0364347002512,16.9694678836555,26.5508690686159,16.4061054005784,16999.3915698414,25.4423884496255
"320",320,"0000004",10.5,-73.985881,40.7383,-73.96499,40.775237,1,2.35137525716348,"2010","5",28,"6",8,"Morning",4.46826876198781,42.2514528258002,36.8609970825136,18.126786128031,5.14287062568574,4.77514905093509,11.7331178201703,4.46908686455146,17011.6483446109,10.8257607256367
"321",321,"0000003",26.5,-73.776747,40.645265,-73.813803,40.709035,1,3.27714473299218,"2012","3",10,"7",22,"Night",7.74893393471851,8.56674047921419,64.3907164650209,26.2668840581139,37.5116814180171,37.0981431543274,38.1468918910128,35.2939132402036,16978.4561253982,37.067701527798
"322",322,"0000002",8,-73.961784362793,40.759578704834,-73.9789428710938,40.7726058959961,4,2.07944154167984,"2015","6",1,"2",21,"Night",2.04608253812663,42.6719791349331,38.4381710177742,16.5667881935483,5.59105321220656,3.57504999085816,14.054848460149,3.72528594752998,17011.2031004026,13.1918353761048
"323",323,"0000001",10.6,-73.994279,40.690409,-74.016739,40.709063,1,2.36085400111802,"2009","1",26,"2",0,"Night",2.80845120223592,40.522746758598,28.6716079430761,28.4536110093696,11.6919556609508,13.8045205156364,3.44936279065043,12.9602918287247,17014.2160507343,3.87283110541556
"324",324,"0000002",4.5,-73.965372,40.759256,-73.97487,40.752373,1,1.50407739677627,"2010","9",21,"3",7,"Morning",1.10715604057501,41.2062010273043,37.4730422405959,16.9979928273462,4.12843507748741,2.78867874261115,12.0479914726022,1.4341038050289,17010.7284355577,11.0994700168349
"325",325,"0000001",9.7,-73.977829,40.788979,-73.967935,40.760508,1,2.27212588550934,"2011","3",9,"4",22,"Night",3.27362144294699,44.2961454671459,39.0367501734474,16.9853126697256,6.89151942682651,4.8569499333923,15.5479177323093,5.20177204441942,17011.9854870741,14.7464479808478
"326",326,"0000005",20.5,-73.968619,40.766432,-74.008559,40.704591,1,3.02042488614436,"2011","12",5,"2",8,"Morning",7.65567401281543,41.9197090752413,33.4328748549031,22.1239263039227,7.99992423240368,7.97531003542007,8.05593803870329,7.65586317947821,17012.9274396969,7.70614058658803
"327",327,"0000005",9.3,-73.982229,40.731822,-73.980239,40.760162,1,2.23001440015921,"2012","1",6,"6",10,"Mid-Day",3.15572023406668,41.5039996641039,35.0336428355901,19.7064382809175,3.8239376820134,3.45343499750363,9.35103979263186,3.22819470072904,17012.1513879332,8.39712889390842
"328",328,"00000070",18.5,-74.005385,40.707002,-73.992793,40.750742,1,2.91777073208428,"2014","5",25,"1",21,"Night",4.97806020836241,42.323300765107,31.1483758970434,24.1468859955013,4.99884588978345,7.13338637358531,5.49877109463746,6.94040040375098,17014.3829552834,5.02641133244761
"329",329,"0000002",5,-73.982751,40.762738,-73.978354,40.764564,2,1.6094379124341,"2014","4",27,"1",21,"Night",0.422326606271964,43.6525090345763,36.6109025226848,18.2678696579944,3.64268919626393,1.31860969184075,12.6129459766462,2.53293559039921,17012.7848646033,11.8377187387819
"330",330,"0000002",34,-73.863506,40.769985,-73.97582,40.765446,1,3.52636052461616,"2009","8",3,"2",8,"Morning",9.47197210684201,37.6595461183276,46.4425461857152,10.0419380163166,13.3785926035833,11.3824738416664,20.8089811671177,11.188684713086,17002.889725528,19.8000978136396
"331",331,"0000002",23.5,-73.992028,40.75497,-73.912663,40.780157,1,3.15700042115011,"2012","11",8,"5",20,"Night",7.2467940884324,41.1812083694925,41.2690153136076,13.5506707586712,8.06729339549307,7.27106646689503,16.3594352908097,7.50814380570265,17008.2878036261,15.4745176464926
"332",332,"0000004",4.5,-73.980909,40.774585,-73.98136,40.779419,3,1.50407739677627,"2009","12",11,"6",15,"Evening",0.538856098281519,45.6333054813208,37.9567383935749,18.0553515241139,6.24907230943561,4.08269182903092,15.3002760180441,5.4450698142055,17013.4455276598,14.6086694315707
"333",333,"00000032",8,-73.985217,40.742177,-73.99998,40.726917,1,2.07944154167984,"2013","12",7,"7",13,"Mid-Day",2.10392455959591,41.7465549152933,32.2816313333322,22.3121531981315,3.83426712014518,5.63035893700369,5.99139058838934,4.80105471416527,17013.5481450206,5.10653524224873
"334",334,"000000225",26.5,-73.977765,40.766177,-73.977982,40.766937,5,3.27714473299218,"2010","2",27,"7",20,"Night",0.0864615556178489,43.7069853532545,37.3064245305418,17.711780875475,4.42678078728238,2.09414883652824,13.3900210984711,3.08378111408781,17012.4646993512,12.603022586599
"335",335,"000000148",5.5,-74.004822,40.741812,-74.007312,40.733577,2,1.70474809223843,"2014","12",24,"4",11,"Mid-Day",0.939414913872923,44.0241121591885,30.3579707512432,24.0812122519875,3.58041071878786,5.90478710479049,5.69426168260102,5.93314771714084,17015.9091439497,5.23657966704232
"336",336,"0000005",6.1,-73.98795,40.757852,-73.988227,40.749963,1,1.80828877117927,"2009","3",23,"2",20,"Night",0.877527021094982,43.373147283693,34.5389585395731,20.0275754825887,1.37740998521972,1.2948997315857,10.1142342474552,2.04893993119856,17013.619465773,9.36438306468321
"337",337,"00000012",4.9,-73.970442,40.764695,-73.961907,40.765392,4,1.58923520511658,"2010","3",23,"3",17,"Evening",0.722969568169532,41.9880424787377,38.92278310999,15.8313055068659,5.62312274525287,3.4750640939167,14.1114023194424,3.36087982263775,17010.4661405942,13.2010369066811
"338",338,"00000079",5.3,-73.993085,40.752002,-73.980337,40.76483,1,1.66770682055808,"2010","1",26,"3",14,"Evening",1.78536289749329,43.8022843035233,35.175063751914,19.5609006322232,2.10549350580519,1.79196495618595,11.1246391843231,2.71474251928851,17013.5822325891,10.3998540689604
"339",339,"00000034",8.1,-73.99097,40.742158,-73.977728,40.72673,1,2.09186406167839,"2011","7",5,"3",14,"Evening",2.046424068151,40.4914290302626,33.6339972511953,21.1634560775464,3.90446991659508,5.5568301396792,7.16874562490659,4.53721937784266,17012.1786436745,6.16306887565968
"340",340,"0000002",20.33,-73.994718,40.750306,-73.950511,40.728566,1,3.01209762764026,"2013","4",1,"2",0,"Night",4.44020463719455,39.3971847144272,35.9645542684571,19.1987029921737,4.47260957666017,5.7101797084744,10.0539422866111,5.00052299240373,17010.447847039,9.11087544181663
"341",341,"000000224",4.5,-73.955282,40.768865,-73.949683,40.776472,1,1.50407739677627,"2013","6",28,"6",20,"Night",0.968388476555001,41.4563984076818,41.7405859939363,13.3155496143635,8.48427507648751,6.31052009597791,16.8295219366114,6.09191871216411,17008.5250083106,15.8673071133756
"342",342,"0000001",7,-74.002792,40.760515,-74.004415,40.741973,1,1.94591014905531,"2014","5",12,"2",12,"Mid-Day",2.06630407901905,45.2415279074365,31.9609727255344,22.7692930866234,2.69267559839301,3.98884402855579,8.73329030058775,4.90849674065541,17016.0733062782,8.25898841303262
"343",343,"0000003",7.7,-73.987145,40.722568,-74.005402,40.739583,1,2.04122032885964,"2009","7",11,"7",12,"Mid-Day",2.43847177079202,41.8702241715249,31.5164967997828,23.3148134413385,4.73013232295952,6.78924033549862,5.53414281172821,6.24149788668389,17014.0093326021,4.69902194816422
"344",344,"000000191",7.3,-73.990575,40.746117,-74.003227,40.751447,1,1.98787434815435,"2009","10",16,"6",10,"Mid-Day",1.21949444891364,43.9595041848725,32.7238633531784,21.7831413027038,1.37682442357744,3.23161195924803,8.57696522231461,3.54039199442435,17014.8606216548,7.94831859484188
"345",345,"0000001",33.07,-73.862764,40.769064,-73.984033,40.752842,2,3.4986265269937,"2010","6",9,"4",14,"Evening",10.3717580362677,37.2348170360763,45.2465354726452,11.1670310969568,12.0256694751548,11.0444859672705,19.2577108866201,10.3842536181358,17003.2215443874,18.2476218672576
"346",346,"000000132",36.5,-73.873068,40.774183,-73.978847,40.762062,5,3.59731226058845,"2011","5",4,"4",13,"Mid-Day",9.00949995395373,38.4079949899205,45.4437805258932,9.56929903599693,12.2474760703319,10.2199907414977,19.8698270883917,10.1397554199951,17003.9481514829,18.8739042764748
"347",347,"00000048",5,-73.99436,40.72039,-73.98577,40.72304,2,1.6094379124341,"2014","1",1,"4",5,"Morning",0.78158139312124,39.9755950030381,31.9083041678446,23.3382801852795,6.46940818230024,8.34045475074553,4.41527958297526,7.24886885525456,17012.5871174863,3.22572165520435
"348",348,"0000003",23.5,-73.958585,40.775615,-74.00048,40.737611,1,3.15700042115011,"2014","6",25,"4",17,"Evening",5.50545823681301,42.9115444991151,36.1711810182691,18.7368561280498,5.60160413857,5.60386611192339,11.3587715154647,5.57266139073096,17012.3199689045,10.5852531283621
"349",349,"00000039",6.1,-73.97985,40.786315,-73.985068,40.774133,1,1.80828877117927,"2012","5",9,"4",15,"Evening",1.4240459579881,46.2924844373919,38.1467848109588,18.3171701347307,6.86265387177866,4.77413406543331,15.8957992199803,6.21812189588114,17013.8007973054,15.2338166439777
"350",350,"000000156",11,-73.956597,40.777432,-73.980035,40.763175,1,2.39789527279837,"2013","1",12,"7",18,"Night",2.53157962432424,43.1006644156946,39.1220588294091,16.0579971560446,6.11369857537133,3.80226063465876,14.9205871370988,4.44070523368829,17011.0430555113,14.0748631417861
"351",351,"000000124",6,-73.96826,40.76514,-73.961115,40.774882,6,1.79175946922805,"2014","9",5,"6",15,"Evening",1.23914935864638,42.5474666900159,39.6397938679385,15.4354546259411,6.51067204779735,4.26932303825769,15.1598326661456,4.38898337722164,17010.4305079888,14.2691174865445
"352",352,"0000008",11.3,-73.975868,40.790142,-74.006695,40.751278,5,2.42480272571829,"2009","9",20,"1",11,"Mid-Day",5.04125789156254,46.3134956508589,35.8536717003025,20.2583297993333,5.77192610857199,5.56659572626666,13.4999055058532,6.65440487549477,17014.858344694,12.9572670892603
"353",353,"000000125",8.1,-73.990397,40.75103,-73.981137,40.764718,1,2.09186406167839,"2009","11",15,"1",19,"Night",1.71023667517675,43.5990097769129,35.2720921650017,19.444986751672,2.14820526134225,1.71024141754519,11.0731275564661,2.50392015880513,17013.4031827497,10.3249996276698
"354",354,"0000003",8.9,-74.000763,40.729744,-73.974662,40.749159,3,2.18605127673809,"2010","3",28,"1",22,"Night",3.08161615537298,41.6506989594131,33.4134937754022,21.1042033705662,3.97534609893212,4.89531810253256,7.37872128494658,3.68169479453623,17012.9470925978,6.51666788479706
"355",355,"00000046",4.5,-73.99784,40.68295,-73.980198,40.676842,1,1.50407739677627,"2011","2",19,"7",22,"Night",1.6353837547763,36.6041719691243,31.357705913527,29.3926381278534,15.7861667372118,17.6470096480512,8.43032631109375,16.387330990857,17010.6494982635,8.24630026793348
"356",356,"0000006",11,-73.978836,40.764745,-73.984774,40.745978,1,2.39789527279837,"2013","1",31,"5",19,"Night",2.1458973467364,42.7432666082561,35.6681362892367,18.9955077100021,2.88709119483689,2.27422766479799,10.8956317621153,2.32914075822457,17012.6417480723,10.062911786609
"357",357,"0000005",8.5,-73.992108,40.764203,-73.973,40.762695,1,2.14006616349627,"2013","6",18,"3",10,"Mid-Day",1.61799468324025,43.8958799038983,36.3003917316906,18.6128014891157,3.716478734485,1.93733367774678,12.5197401410413,2.95873428781587,17013.107306785,11.7777295292125
"358",358,"0000002",8.5,0,0,0,0,1,2.14006616349627,"2013","7",4,"5",16,"Evening",0,17293.4208292288,17361.1197795747,17314.9975129381,17333.5911498632,17332.5607702632,17335.3583980552,17330.9987045611,327.596007390262,17334.2566048011
"359",359,"0000002",8.1,-73.978916,40.78712,-73.957307,40.783588,1,2.09186406167839,"2010","1",15,"6",11,"Mid-Day",1.86122568707341,45.3126905596139,40.8113604218401,15.9122658567139,9.02312242679454,6.78829750327966,17.9603840477017,7.65143757972889,17011.6458337546,17.1925357943464
"360",360,"00000045",6.9,-73.996268,40.738123,-73.98238,40.73617,1,1.93152141160321,"2010","9",19,"1",15,"Evening",1.1900961752578,41.5112440379908,32.9692711934705,21.5529298280267,3.24146124691283,5.03232918699116,6.86799676312772,4.17116972708688,17013.1159477398,5.97183564227905
"361",361,"000000268",6,-73.971462,40.761332,-73.980797,40.768002,1,1.79175946922805,"2013","11",19,"3",22,"Night",1.08081336923068,43.2131301056421,37.3920254327675,17.5151941872502,4.42252774327925,2.25508050198666,13.1945863371167,2.8029111858159,17012.0963613556,12.3763652397522
"362",362,"0000005",5.3,-73.988927,40.760223,-73.991474,40.750591,1,1.66770682055808,"2009","4",27,"2",20,"Night",1.09230471894486,43.8613868061619,34.3582288826047,20.2865217745957,1.30747094413008,1.42290046949368,10.2729089348652,2.51941309840458,17014.0321408657,9.56905580918439
"363",363,"0000001",6.1,-73.980068,40.743103,-73.991181,40.750228,1,1.80828877117927,"2011","11",27,"1",0,"Night",1.22642135540017,42.1132980657764,34.2976467328223,20.1590697403514,1.58143391107683,2.89884594415343,8.96886921791805,2.30349445107075,17012.9059327992,8.11753594703764
"364",364,"0000003",9.5,-73.995776,40.748921,-73.968821,40.764391,2,2.2512917986065,"2012","11",10,"7",0,"Night",2.84845835058585,43.0228990238301,35.6763333726292,18.9359594140287,2.84921004221424,2.92912586614993,11.1587544099052,3.09940549585929,17012.7782948177,10.385869602111
"365",365,"000000217",11.5,-73.97941,40.766107,-74.003015,40.750522,1,2.4423470353692,"2013","12",18,"4",9,"Mid-Day",2.63742942976352,44.4393901062956,34.4808133372839,20.3089812546087,2.90759345503778,2.70714085072414,10.8886734234281,3.69034591297437,17014.3225933714,10.259179276619
